rate	block	order	mode	variant	instrumented	valid	accepted_pps	loss	conservation	cycles_per_pkt	l2_fills_per_pkt	ccx_fills_per_pkt	dram_fills_per_pkt	invalid_reasons	file
10500000	3	1	skb	no-touch	1	True	1210166.4	0.884742	1.0	2639.06	5.3407	0.7326	1.0454	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T163905Z_xdp_drop_10500000.json
10500000	3	2	skb	read-data	1	True	1208147.1	0.884938	1.0	2643.48	4.8639	0.7302	1.0382	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T163953Z_xdp_drop_10500000.json
10500000	3	3	native	read-data	1	True	7638883.4	0.27246	1.0	417.2	0.6545	0.4388	1.0075	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164040Z_xdp_drop_10500000.json
10500000	3	4	native	no-touch	1	True	10499525.8	0.0	1.0	257.48	0.4991	0.7613	0.1232	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164128Z_xdp_drop_10500000.json
6500000	3	1	native	read-data	1	True	6500138.9	0.0	1.0	423.82	0.4855	0.8287	1.0517	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164216Z_xdp_drop_6500000.json
6500000	3	2	skb	read-data	1	True	1210254.2	0.813818	1.0	2638.87	5.1186	0.6559	0.922	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164304Z_xdp_drop_6500000.json
6500000	3	3	native	no-touch	1	True	6500017.4	0.0	1.0	333.28	0.5576	0.703	0.1205	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164351Z_xdp_drop_6500000.json
6500000	3	4	skb	no-touch	1	True	1193106.1	0.816451	1.0	2676.78	5.2736	0.615	0.8683	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164439Z_xdp_drop_6500000.json
8500000	3	1	skb	no-touch	1	True	1216322.2	0.8569	1.0	2625.73	5.3563	0.6047	0.8707	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164527Z_xdp_drop_8500000.json
8500000	3	2	native	read-data	1	True	7873907.1	0.073622	1.0	405.1	0.6804	0.4458	1.0267	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164614Z_xdp_drop_8500000.json
8500000	3	3	skb	read-data	1	True	1210296.0	0.857608	1.0	2638.8	6.146	0.7368	1.0266	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164702Z_xdp_drop_8500000.json
8500000	3	4	native	no-touch	1	True	8499650.1	0.0	1.0	283.98	0.5439	0.7456	0.1391	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164750Z_xdp_drop_8500000.json
5000000	3	1	skb	read-data	1	True	1202801.6	0.759439	1.0	2655.29	6.2573	0.7313	1.0346	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164838Z_xdp_drop_5000000.json
5000000	3	2	native	no-touch	1	True	4999934.9	0.0	1.0	388.09	0.5351	0.7343	0.1297	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T164926Z_xdp_drop_5000000.json
5000000	3	3	native	read-data	1	True	4999968.3	0.0	1.0	484.62	0.5447	0.7712	1.0579	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165013Z_xdp_drop_5000000.json
5000000	3	4	skb	no-touch	1	True	1211871.6	0.757625	1.0	2635.42	5.6637	0.69	0.9666	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165101Z_xdp_drop_5000000.json
14500000	3	1	skb	read-data	1	True	1206982.3	0.916768	1.0	2646.05	5.1826	0.6855	0.9709	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165149Z_xdp_drop_14500000.json
14500000	3	2	skb	no-touch	1	True	1210119.6	0.916517	1.0	2639.19	5.3882	0.6847	0.9702	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165236Z_xdp_drop_14500000.json
14500000	3	3	native	no-touch	1	True	13945291.9	0.038311	1.0	229.02	0.6993	0.3621	0.1631	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165324Z_xdp_drop_14500000.json
14500000	3	4	native	read-data	1	True	7891456.3	0.455796	1.0	403.99	0.6532	0.4462	1.0225	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165412Z_xdp_drop_14500000.json
4500000	3	1	skb	no-touch	1	True	1205976.4	0.732005	1.0	2648.26	5.385	0.6992	0.9799	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165500Z_xdp_drop_4500000.json
4500000	3	2	skb	read-data	1	True	1210157.7	0.731075	1.0	2639.06	4.9527	0.6892	0.9763	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165547Z_xdp_drop_4500000.json
4500000	3	3	native	no-touch	1	True	4500012.1	0.0	1.0	404.53	0.5188	0.7561	0.1632	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165635Z_xdp_drop_4500000.json
4500000	3	4	native	read-data	1	True	4500005.6	0.0	1.0	516.27	0.5024	0.7767	1.0501	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165723Z_xdp_drop_4500000.json
12500000	3	1	native	read-data	1	True	7674295.2	0.386009	1.0	415.53	0.6645	0.4335	0.9995	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165810Z_xdp_drop_12500000.json
12500000	3	2	skb	read-data	1	True	1206341.0	0.903485	1.0	2647.47	4.9939	0.7522	1.0906	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165858Z_xdp_drop_12500000.json
12500000	3	3	native	no-touch	1	True	12499025.8	0.0	1.0	245.26	0.4141	0.8525	0.143	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T165946Z_xdp_drop_12500000.json
12500000	3	4	skb	no-touch	1	True	1208150.3	0.903338	1.0	2643.53	5.1907	0.6542	0.9274	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170034Z_xdp_drop_12500000.json
2000000	3	1	native	read-data	1	True	1999994.1	0.0	1.0	603.37	0.5644	0.7685	1.0451	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170121Z_xdp_drop_2000000.json
2000000	3	2	native	no-touch	1	True	1999988.3	0.0	1.0	423.27	0.5658	0.7605	0.1267	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170209Z_xdp_drop_2000000.json
2000000	3	3	skb	no-touch	1	True	1209331.9	0.395287	1.0	2640.93	5.1733	0.7462	1.0665	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170257Z_xdp_drop_2000000.json
2000000	3	4	skb	read-data	1	True	1206570.7	0.396712	1.0	2646.97	5.593	0.7369	1.065	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170345Z_xdp_drop_2000000.json
11500000	3	1	skb	read-data	1	True	1206963.3	0.895043	1.0	2646.09	5.5918	0.7361	1.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170432Z_xdp_drop_11500000.json
11500000	3	2	native	read-data	1	True	7662247.0	0.333678	1.0	416.24	0.6659	0.4215	1.0091	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170520Z_xdp_drop_11500000.json
11500000	3	3	native	no-touch	1	True	11499229.1	0.0	1.0	252.49	0.4046	0.8618	0.145	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170608Z_xdp_drop_11500000.json
11500000	3	4	skb	no-touch	1	True	1212424.4	0.89457	1.0	2634.19	5.7913	0.6591	0.9395	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170655Z_xdp_drop_11500000.json
11000000	3	1	native	read-data	1	True	7589650.9	0.310045	1.0	419.73	0.6756	0.4353	1.0317	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170743Z_xdp_drop_11000000.json
11000000	3	2	native	no-touch	1	True	11000414.5	0.0	1.0	254.15	0.4528	0.8047	0.1557	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170831Z_xdp_drop_11000000.json
11000000	3	3	skb	read-data	1	True	1213634.2	0.889676	1.0	2631.53	6.0762	0.7115	0.9895	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T170919Z_xdp_drop_11000000.json
11000000	3	4	skb	no-touch	1	True	1206676.1	0.890308	1.0	2646.69	6.2238	0.698	1.0078	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171006Z_xdp_drop_11000000.json
750000	3	1	skb	read-data	1	True	750001.8	0.0	1.0	2920.89	7.1162	0.8339	0.9705	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171054Z_xdp_drop_750000.json
750000	3	2	native	read-data	1	True	750002.9	0.0	1.0	590.39	0.5157	0.7923	1.0286	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171142Z_xdp_drop_750000.json
750000	3	3	native	no-touch	1	True	749999.1	0.0	1.0	417.32	0.4749	0.7239	0.1271	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171229Z_xdp_drop_750000.json
750000	3	4	skb	no-touch	1	True	750001.9	0.0	1.0	2926.74	7.2302	0.7376	0.8845	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171317Z_xdp_drop_750000.json
1000000	3	1	skb	no-touch	1	True	1000010.8	0.0	1.0	2810.37	6.5159	0.7353	0.8898	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171405Z_xdp_drop_1000000.json
1000000	3	2	native	read-data	1	True	1000009.9	0.0	1.0	580.69	0.5583	0.7489	1.0654	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171452Z_xdp_drop_1000000.json
1000000	3	3	native	no-touch	1	True	1000007.0	0.0	1.0	416.3	0.4718	0.7689	0.1459	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171540Z_xdp_drop_1000000.json
1000000	3	4	skb	read-data	1	True	1000005.8	0.0	1.0	2825.62	6.6483	0.9165	1.0601	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171628Z_xdp_drop_1000000.json
10000000	3	1	native	no-touch	1	True	9999930.3	0.0	1.0	261.91	0.4985	0.7665	0.1225	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171716Z_xdp_drop_10000000.json
10000000	3	2	skb	no-touch	1	True	1213654.1	0.878637	1.0	2631.53	5.295	0.6601	0.9479	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171804Z_xdp_drop_10000000.json
10000000	3	3	native	read-data	1	True	7882774.0	0.211718	1.0	404.72	0.6472	0.4534	1.0241	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171851Z_xdp_drop_10000000.json
10000000	3	4	skb	read-data	1	True	1209600.4	0.879037	1.0	2640.38	5.2429	0.6917	0.9816	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T171939Z_xdp_drop_10000000.json
7500000	3	1	skb	read-data	1	True	1209590.4	0.838716	1.0	2640.38	5.6337	0.6772	0.978	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172027Z_xdp_drop_7500000.json
7500000	3	2	native	read-data	1	True	7499719.4	0.0	1.0	398.25	0.4074	0.7358	0.9007	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172114Z_xdp_drop_7500000.json
7500000	3	3	skb	no-touch	1	True	1211989.3	0.838395	1.0	2635.11	5.8577	0.6404	0.92	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172202Z_xdp_drop_7500000.json
7500000	3	4	native	no-touch	1	True	7499676.7	0.0	1.0	310.31	0.5726	0.7389	0.116	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172250Z_xdp_drop_7500000.json
250000	3	1	native	no-touch	1	True	249999.3	0.0	1.0	528.02	0.5684	0.7617	0.1574	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172337Z_xdp_drop_250000.json
250000	3	2	skb	no-touch	1	True	250000.3	0.0	1.0	2932.56	7.8487	0.7907	0.9145	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172425Z_xdp_drop_250000.json
250000	3	3	native	read-data	1	True	250002.1	0.0	1.0	693.49	0.6529	0.7524	1.0437	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172513Z_xdp_drop_250000.json
250000	3	4	skb	read-data	1	True	249999.9	0.0	1.0	2933.93	7.8713	0.7794	0.9239	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172601Z_xdp_drop_250000.json
13000000	3	1	skb	read-data	1	True	1206771.2	0.907176	1.0	2646.52	6.4321	0.6638	0.9594	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172648Z_xdp_drop_13000000.json
13000000	3	2	native	no-touch	1	True	12999859.8	0.0	1.0	239.56	0.3339	0.7049	0.1353	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172736Z_xdp_drop_13000000.json
13000000	3	3	skb	no-touch	1	True	1210536.1	0.906884	1.0	2638.33	4.759	0.7214	1.0366	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172824Z_xdp_drop_13000000.json
13000000	3	4	native	read-data	1	True	7674131.1	0.409697	1.0	415.29	0.6585	0.4309	1.0105	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172911Z_xdp_drop_13000000.json
5500000	3	1	skb	no-touch	1	True	1215227.6	0.779057	1.0	2628.12	5.1716	0.6606	0.9439	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T172959Z_xdp_drop_5500000.json
5500000	3	2	native	read-data	1	True	5500203.7	0.0	1.0	457.09	0.5804	0.7453	1.0494	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173047Z_xdp_drop_5500000.json
5500000	3	3	native	no-touch	1	True	5500203.8	0.0	1.0	364.76	0.5346	0.7735	0.1363	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173134Z_xdp_drop_5500000.json
5500000	3	4	skb	read-data	1	True	1212477.3	0.779559	1.0	2634.07	5.9395	0.6661	0.9424	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173222Z_xdp_drop_5500000.json
9000000	3	1	skb	no-touch	1	True	1214577.9	0.865058	1.0	2629.44	5.6811	0.6576	0.9388	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173310Z_xdp_drop_9000000.json
9000000	3	2	native	read-data	1	True	7894059.9	0.122942	1.0	404.11	0.6744	0.426	1.023	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173358Z_xdp_drop_9000000.json
9000000	3	3	skb	read-data	1	True	1208091.5	0.865778	1.0	2643.58	6.1813	0.7673	1.0978	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173446Z_xdp_drop_9000000.json
9000000	3	4	native	no-touch	1	True	9000596.2	0.0	1.0	274.13	0.5463	0.7237	0.1832	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173533Z_xdp_drop_9000000.json
1000000	4	1	native	no-touch	1	True	1000009.9	0.0	1.0	416.19	0.4619	0.7829	0.1471	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173621Z_xdp_drop_1000000.json
1000000	4	2	skb	read-data	1	True	1000003.3	0.0	1.0	2818.43	6.5291	0.7844	0.9243	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173709Z_xdp_drop_1000000.json
1000000	4	3	skb	no-touch	1	True	1000007.2	0.0	1.0	2813.78	6.6901	0.7841	0.9245	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173756Z_xdp_drop_1000000.json
1000000	4	4	native	read-data	1	True	1000007.9	0.0	1.0	580.57	0.5656	0.7761	1.0594	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173844Z_xdp_drop_1000000.json
4500000	4	1	native	no-touch	1	True	4499997.3	0.0	1.0	404.78	0.4871	0.7726	0.1258	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T173932Z_xdp_drop_4500000.json
4500000	4	2	skb	read-data	1	True	1207243.9	0.731724	1.0	2645.49	5.7988	0.7469	1.0373	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174020Z_xdp_drop_4500000.json
4500000	4	3	skb	no-touch	1	True	1211242.5	0.730836	1.0	2636.75	5.5995	0.7349	1.0334	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174107Z_xdp_drop_4500000.json
4500000	4	4	native	read-data	1	True	4500004.3	0.0	1.0	506.98	0.549	0.6639	0.9691	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174155Z_xdp_drop_4500000.json
12500000	4	1	skb	read-data	1	True	1205396.8	0.903562	1.0	2649.55	5.9079	0.715	1.0096	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174243Z_xdp_drop_12500000.json
12500000	4	2	native	read-data	1	True	7890165.7	0.368738	1.0	404.27	0.6648	0.432	1.0242	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174330Z_xdp_drop_12500000.json
12500000	4	3	skb	no-touch	1	True	1208835.5	0.903283	1.0	2642.03	5.7796	0.6593	0.9499	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174418Z_xdp_drop_12500000.json
12500000	4	4	native	no-touch	1	True	12499038.5	0.0	1.0	244.93	0.3953	0.6914	0.1207	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174506Z_xdp_drop_12500000.json
11000000	4	1	skb	read-data	1	True	1208503.5	0.890141	1.0	2642.74	5.4134	0.619	0.8988	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174553Z_xdp_drop_11000000.json
11000000	4	2	skb	no-touch	1	True	1211326.4	0.88988	1.0	2636.53	5.2791	0.6103	0.9034	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174641Z_xdp_drop_11000000.json
11000000	4	3	native	no-touch	1	True	11000402.8	0.0	1.0	253.69	0.4781	0.7229	0.1454	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174729Z_xdp_drop_11000000.json
11000000	4	4	native	read-data	1	True	7868294.9	0.284727	1.0	405.16	0.6553	0.442	1.0226	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174816Z_xdp_drop_11000000.json
5000000	4	1	native	read-data	1	True	4999959.3	0.0	1.0	483.65	0.5234	0.7829	1.0389	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174904Z_xdp_drop_5000000.json
5000000	4	2	native	no-touch	1	True	4999987.7	0.0	1.0	387.65	0.5794	0.7624	0.1507	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T174952Z_xdp_drop_5000000.json
5000000	4	3	skb	read-data	1	True	1206118.9	0.758777	1.0	2647.94	5.4456	0.6818	0.9537	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175040Z_xdp_drop_5000000.json
5000000	4	4	skb	no-touch	1	True	1212935.0	0.757408	1.0	2633.03	4.4099	0.6844	0.9468	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175128Z_xdp_drop_5000000.json
13500000	4	1	skb	read-data	1	True	1211863.2	0.910244	1.0	2635.31	4.5252	0.6808	0.9469	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175215Z_xdp_drop_13500000.json
13500000	4	2	skb	no-touch	1	True	1211529.8	0.91027	1.0	2636.06	4.4214	0.6848	0.9474	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175303Z_xdp_drop_13500000.json
13500000	4	3	native	no-touch	1	True	13500784.2	0.0	1.0	234.38	0.3113	0.8185	0.1761	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175351Z_xdp_drop_13500000.json
13500000	4	4	native	read-data	1	True	7896358.0	0.415126	1.0	403.62	0.653	0.4426	1.0227	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175438Z_xdp_drop_13500000.json
250000	4	1	native	read-data	1	True	249999.7	0.0	1.0	691.37	0.6061	0.7898	1.0457	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175526Z_xdp_drop_250000.json
250000	4	2	skb	read-data	1	True	250001.0	0.0	1.0	2938.72	7.4761	0.7768	0.9249	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175614Z_xdp_drop_250000.json
250000	4	3	native	no-touch	1	True	250001.2	0.0	1.0	526.98	0.5298	0.7744	0.1486	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175702Z_xdp_drop_250000.json
250000	4	4	skb	no-touch	1	True	250002.2	0.0	1.0	2932.69	7.5981	0.7853	0.9257	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175749Z_xdp_drop_250000.json
14500000	4	1	skb	no-touch	1	True	1214970.0	0.916214	1.0	2628.7	5.4192	0.6575	0.9389	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175837Z_xdp_drop_14500000.json
14500000	4	2	native	no-touch	1	True	14067598.0	0.029878	1.0	227.01	0.7018	0.3684	0.1503	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T175925Z_xdp_drop_14500000.json
14500000	4	3	native	read-data	1	True	7654324.9	0.472148	1.0	416.56	0.6587	0.4323	1.0119	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180012Z_xdp_drop_14500000.json
14500000	4	4	skb	read-data	1	True	1207452.4	0.916735	1.0	2645.01	5.7286	0.6738	0.9628	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180100Z_xdp_drop_14500000.json
11500000	4	1	native	read-data	1	True	7866756.8	0.31589	1.0	405.41	0.6637	0.4342	1.0218	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180148Z_xdp_drop_11500000.json
11500000	4	2	native	no-touch	1	True	11499276.2	0.0	1.0	252.58	0.4186	0.8522	0.1082	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180236Z_xdp_drop_11500000.json
11500000	4	3	skb	no-touch	1	True	1207834.7	0.894963	1.0	2644.21	5.5508	0.6607	0.9517	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180324Z_xdp_drop_11500000.json
11500000	4	4	skb	read-data	1	True	1211322.8	0.894663	1.0	2636.57	5.1059	0.6519	0.9474	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180411Z_xdp_drop_11500000.json
14000000	4	1	skb	read-data	1	True	1208835.7	0.913649	1.0	2641.96	5.112	0.6526	0.9479	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180459Z_xdp_drop_14000000.json
14000000	4	2	native	no-touch	1	True	13919767.6	0.005642	1.0	229.44	0.6743	0.3936	0.1807	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180547Z_xdp_drop_14000000.json
14000000	4	3	native	read-data	1	True	7673561.4	0.45184	1.0	415.21	0.6652	0.422	1.0069	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180634Z_xdp_drop_14000000.json
14000000	4	4	skb	no-touch	1	True	1212761.8	0.91336	1.0	2633.44	5.5566	0.6694	0.9438	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180722Z_xdp_drop_14000000.json
14000000	4	1	native	no-touch	0	True	13948169.7	0.003605	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180810Z_xdp_drop_14000000.json
14000000	4	2	native	read-data	0	True	7595255.8	0.457422	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180858Z_xdp_drop_14000000.json
14000000	4	3	skb	no-touch	0	True	1212132.8	0.913412	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T180945Z_xdp_drop_14000000.json
14000000	4	4	skb	read-data	0	True	1209154.2	0.913627	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181033Z_xdp_drop_14000000.json
3500000	4	1	skb	read-data	1	True	1214358.3	0.653045	1.0	2629.92	5.0851	0.6574	0.9339	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181121Z_xdp_drop_3500000.json
3500000	4	2	skb	no-touch	1	True	1207975.0	0.654866	1.0	2643.88	5.6929	0.6573	0.9459	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181208Z_xdp_drop_3500000.json
3500000	4	3	native	read-data	1	True	3499932.0	0.0	1.0	546.48	0.5035	0.637	0.8762	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181256Z_xdp_drop_3500000.json
3500000	4	4	native	no-touch	1	True	3500024.4	0.0	1.0	423.08	0.546	0.7447	0.1698	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181344Z_xdp_drop_3500000.json
13000000	4	1	native	read-data	1	True	7669279.0	0.410073	1.0	415.19	0.6447	0.4469	1.015	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181431Z_xdp_drop_13000000.json
13000000	4	2	skb	no-touch	1	True	1211172.9	0.906837	1.0	2636.91	5.9443	0.708	0.9838	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181519Z_xdp_drop_13000000.json
13000000	4	3	native	no-touch	1	True	13000172.1	0.0	1.0	239.23	0.3352	0.7923	0.1293	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181607Z_xdp_drop_13000000.json
13000000	4	4	skb	read-data	1	True	1204172.3	0.907373	1.0	2652.21	5.8291	0.7795	1.0617	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181655Z_xdp_drop_13000000.json
6500000	4	1	skb	no-touch	1	True	1206649.0	0.81437	1.0	2646.73	4.7713	0.7918	1.06	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T181743Z_xdp_drop_6500000.json
