rate	block	order	mode	variant	instrumented	valid	accepted_pps	loss	conservation	cycles_per_pkt	l2_fills_per_pkt	ccx_fills_per_pkt	dram_fills_per_pkt	invalid_reasons	file
5500000	3	4	native	read-data	1	True	5499986.7	0.0	1.0	431.37	0.8981	0.103	0.6819	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T191954Z_xdp_drop_5500000.json
1000000	3	1	native	read-data	1	True	999996.5	0.0	1.0	455.38	0.4579	0.0911	0.2482	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192042Z_xdp_drop_1000000.json
1000000	3	2	skb	no-touch	1	True	1000001.3	0.0	1.0	2759.57	7.4404	0.3525	0.0349	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192129Z_xdp_drop_1000000.json
1000000	3	3	native	no-touch	1	True	1000001.7	0.0	1.0	411.97	0.4769	0.0676	0.0188	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192217Z_xdp_drop_1000000.json
1000000	3	4	skb	read-data	1	True	1000003.0	0.0	1.0	2771.09	7.7582	0.3308	0.0347	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192305Z_xdp_drop_1000000.json
11000000	3	1	native	no-touch	1	True	11000006.1	0.0	1.0	251.66	0.4295	0.0799	0.0035	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192352Z_xdp_drop_11000000.json
11000000	3	2	skb	no-touch	1	True	1249063.1	0.886448	1.0	2557.0	6.4202	0.2846	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192440Z_xdp_drop_11000000.json
11000000	3	3	native	read-data	1	True	10988028.5	0.001072	1.0	290.62	0.3835	0.0804	0.3361	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192528Z_xdp_drop_11000000.json
11000000	3	4	skb	read-data	1	True	1243596.7	0.886948	1.0	2568.19	5.802	0.3045	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192616Z_xdp_drop_11000000.json
14500000	3	1	skb	read-data	1	True	1246491.6	0.914037	1.0	2562.23	6.1769	0.28	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192704Z_xdp_drop_14500000.json
14500000	3	2	skb	no-touch	1	True	1247384.0	0.913965	1.0	2560.39	6.2726	0.2809	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192751Z_xdp_drop_14500000.json
14500000	3	3	native	read-data	1	True	8573615.9	0.40872	1.0	372.15	0.8396	0.0703	0.8315	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192839Z_xdp_drop_14500000.json
14500000	3	4	native	no-touch	1	True	14308436.7	0.01322	1.0	223.21	0.6739	0.0683	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T192927Z_xdp_drop_14500000.json
250000	3	1	skb	read-data	1	True	250000.4	0.0	1.0	2868.7	8.4361	1.0041	0.0325	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193014Z_xdp_drop_250000.json
250000	3	2	skb	no-touch	1	True	249999.9	0.0	1.0	2867.24	8.4798	1.0069	0.0324	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193102Z_xdp_drop_250000.json
250000	3	3	native	read-data	1	True	250000.2	0.0	1.0	666.96	1.1739	0.1125	0.9356	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193150Z_xdp_drop_250000.json
250000	3	4	native	no-touch	1	True	250001.2	0.0	1.0	523.12	0.8802	0.0712	0.0311	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193237Z_xdp_drop_250000.json
5000000	3	1	native	read-data	1	True	4999966.8	0.0	1.0	401.05	0.4904	0.0698	0.1446	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193325Z_xdp_drop_5000000.json
5000000	3	2	skb	no-touch	1	True	1244580.5	0.751084	1.0	2566.13	5.262	0.77	0.0635	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193413Z_xdp_drop_5000000.json
5000000	3	3	native	no-touch	1	True	4999975.4	0.0	1.0	385.8	0.6994	0.0753	0.016	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193501Z_xdp_drop_5000000.json
5000000	3	4	skb	read-data	1	True	1243358.2	0.751325	1.0	2568.72	6.0342	0.2657	0.0634	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193548Z_xdp_drop_5000000.json
13000000	3	1	native	read-data	1	True	9972398.9	0.232911	1.0	320.18	0.5654	0.0781	0.5323	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193636Z_xdp_drop_13000000.json
13000000	3	2	skb	no-touch	1	True	1247481.4	0.904046	1.0	2560.2	6.4545	0.2961	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193724Z_xdp_drop_13000000.json
13000000	3	3	skb	read-data	1	True	1246893.8	0.904076	1.0	2561.47	5.17	0.2885	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193811Z_xdp_drop_13000000.json
13000000	3	4	native	no-touch	1	True	13000304.8	0.0	1.0	238.52	0.8867	0.0711	0.0008	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193859Z_xdp_drop_13000000.json
3000000	3	1	native	read-data	1	True	3000007.4	0.0	1.0	522.52	0.9841	0.098	0.7911	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T193947Z_xdp_drop_3000000.json
3000000	3	2	skb	read-data	1	True	1241993.2	0.586004	1.0	2571.53	6.4762	1.1989	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194035Z_xdp_drop_3000000.json
3000000	3	3	native	no-touch	1	True	3000008.9	0.0	1.0	432.02	1.0749	0.0691	0.0206	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194122Z_xdp_drop_3000000.json
3000000	3	4	skb	no-touch	1	True	1244172.3	0.585279	1.0	2567.04	6.08	0.3195	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194210Z_xdp_drop_3000000.json
12500000	3	1	skb	no-touch	1	True	1243422.8	0.900528	1.0	2568.5	6.0365	0.2978	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194258Z_xdp_drop_12500000.json
12500000	3	2	skb	read-data	1	True	1243930.0	0.90049	1.0	2567.51	5.9493	0.3012	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194345Z_xdp_drop_12500000.json
12500000	3	3	native	read-data	1	True	9562844.1	0.234985	1.0	333.75	0.5991	0.0939	0.6067	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194433Z_xdp_drop_12500000.json
12500000	3	4	native	no-touch	1	True	12500072.1	0.0	1.0	244.37	0.931	0.0774	0.001	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194521Z_xdp_drop_12500000.json
2000000	3	1	native	read-data	1	True	2000000.8	0.0	1.0	517.9	0.8118	0.0858	0.5866	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194609Z_xdp_drop_2000000.json
2000000	3	2	skb	no-touch	1	True	1242704.9	0.37865	1.0	2570.04	6.169	1.1067	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194656Z_xdp_drop_2000000.json
2000000	3	3	native	no-touch	1	True	2000003.5	0.0	1.0	419.92	1.0103	0.064	0.0196	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194744Z_xdp_drop_2000000.json
2000000	3	4	skb	read-data	1	True	1242658.4	0.378674	1.0	2570.14	6.3682	0.3158	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194832Z_xdp_drop_2000000.json
14000000	3	1	native	no-touch	1	True	14000129.3	0.0	1.0	227.46	0.2296	0.0597	0.0001	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T194919Z_xdp_drop_14000000.json
14000000	3	2	skb	no-touch	1	True	1248769.9	0.910804	1.0	2557.56	6.3616	0.2917	0.0652	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195007Z_xdp_drop_14000000.json
14000000	3	3	skb	read-data	1	True	1246600.8	0.910952	1.0	2562.0	5.5298	0.3029	0.0661	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195055Z_xdp_drop_14000000.json
14000000	3	4	native	read-data	1	True	8082102.7	0.42271	1.0	394.83	0.9708	0.0817	0.9958	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195142Z_xdp_drop_14000000.json
14000000	3	1	skb	read-data	0	True	1248522.2	0.910822	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195230Z_xdp_drop_14000000.json
14000000	3	2	skb	no-touch	0	True	1248659.6	0.910813	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195318Z_xdp_drop_14000000.json
14000000	3	3	native	no-touch	0	True	14000076.8	0.0	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195405Z_xdp_drop_14000000.json
14000000	3	4	native	read-data	0	True	9562201.3	0.316993	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195453Z_xdp_drop_14000000.json
4500000	4	1	native	no-touch	1	True	4499985.8	0.0	1.0	400.85	0.9306	0.0962	0.0161	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195541Z_xdp_drop_4500000.json
4500000	4	2	skb	no-touch	1	True	1250902.4	0.722023	1.0	2553.17	5.5995	0.5004	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195629Z_xdp_drop_4500000.json
4500000	4	3	native	read-data	1	True	4499994.1	0.0	1.0	454.95	0.6281	0.1017	0.4227	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195716Z_xdp_drop_4500000.json
4500000	4	4	skb	read-data	1	True	1243751.5	0.723615	1.0	2567.84	5.3973	0.2991	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195804Z_xdp_drop_4500000.json
14000000	4	1	native	no-touch	1	True	14000132.6	0.0	1.0	227.54	0.328	0.0652	0.0001	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195852Z_xdp_drop_14000000.json
14000000	4	2	skb	no-touch	1	True	1246333.2	0.910975	1.0	2562.45	6.4421	0.3143	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T195940Z_xdp_drop_14000000.json
14000000	4	3	skb	read-data	1	True	1243662.6	0.911164	1.0	2568.07	5.4559	0.3328	0.0649	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200028Z_xdp_drop_14000000.json
14000000	4	4	native	read-data	1	True	11744757.5	0.161094	1.0	271.92	0.2639	0.084	0.2332	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200115Z_xdp_drop_14000000.json
14000000	4	1	skb	read-data	0	True	1243478.3	0.911185	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200203Z_xdp_drop_14000000.json
14000000	4	2	skb	no-touch	0	True	1245572.5	0.91103	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200251Z_xdp_drop_14000000.json
14000000	4	3	native	read-data	0	True	8343261.3	0.404057	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200338Z_xdp_drop_14000000.json
14000000	4	4	native	no-touch	0	True	14000144.0	0.0	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200426Z_xdp_drop_14000000.json
8000000	4	1	native	read-data	1	True	7999944.6	0.0	1.0	344.94	0.7769	0.0951	0.5446	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200514Z_xdp_drop_8000000.json
8000000	4	2	skb	no-touch	1	True	1246589.9	0.844177	1.0	2562.06	6.6275	0.2939	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200602Z_xdp_drop_8000000.json
8000000	4	3	native	no-touch	1	True	7999963.6	0.0	1.0	298.18	0.9361	0.0846	0.009	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200649Z_xdp_drop_8000000.json
8000000	4	4	skb	read-data	1	True	1248144.5	0.84398	1.0	2558.86	6.413	0.2775	0.0643	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200737Z_xdp_drop_8000000.json
4000000	4	1	skb	no-touch	1	True	1250274.3	0.687434	1.0	2554.51	6.1891	0.26	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200825Z_xdp_drop_4000000.json
4000000	4	2	native	read-data	1	True	4000030.7	0.0	1.0	437.71	0.4529	0.1064	0.2285	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T200912Z_xdp_drop_4000000.json
4000000	4	3	native	no-touch	1	True	4000027.5	0.0	1.0	402.41	0.8123	0.0994	0.0176	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201000Z_xdp_drop_4000000.json
4000000	4	4	skb	read-data	1	True	1247635.0	0.688096	1.0	2559.9	6.3731	0.6871	0.0634	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201048Z_xdp_drop_4000000.json
11000000	4	1	native	no-touch	1	True	10999748.6	0.0	1.0	251.47	0.6164	0.0683	0.0035	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201135Z_xdp_drop_11000000.json
11000000	4	2	native	read-data	1	True	11000000.7	0.0	1.0	288.77	0.4106	0.0865	0.3073	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201223Z_xdp_drop_11000000.json
11000000	4	3	skb	no-touch	1	True	1244715.9	0.886846	1.0	2565.91	6.4831	0.2996	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201311Z_xdp_drop_11000000.json
11000000	4	4	skb	read-data	1	True	1243624.1	0.886944	1.0	2568.13	6.4556	0.2808	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201359Z_xdp_drop_11000000.json
3000000	4	1	skb	no-touch	1	True	1248441.4	0.583856	1.0	2558.21	6.2526	0.291	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201446Z_xdp_drop_3000000.json
3000000	4	2	native	no-touch	1	True	3000010.5	0.0	1.0	430.65	1.0662	0.079	0.0207	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201534Z_xdp_drop_3000000.json
3000000	4	3	native	read-data	1	True	3000003.1	0.0	1.0	480.79	0.4779	0.0816	0.2496	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201622Z_xdp_drop_3000000.json
3000000	4	4	skb	read-data	1	True	1243100.7	0.585633	1.0	2569.18	6.4308	0.488	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201710Z_xdp_drop_3000000.json
1500000	4	1	native	read-data	1	True	1500000.4	0.0	1.0	515.2	0.7719	0.0897	0.5615	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201757Z_xdp_drop_1500000.json
1500000	4	2	skb	no-touch	1	True	1246346.2	0.169105	1.0	2562.57	5.5487	0.2868	0.065	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201845Z_xdp_drop_1500000.json
1500000	4	3	skb	read-data	1	True	1245753.0	0.169499	1.0	2563.76	6.2943	0.267	0.0638	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T201933Z_xdp_drop_1500000.json
1500000	4	4	native	no-touch	1	True	1500001.7	0.0	1.0	424.65	0.3463	0.0789	0.0198	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202020Z_xdp_drop_1500000.json
1000000	4	1	skb	no-touch	1	True	1000004.8	0.0	1.0	2762.51	7.3442	0.323	0.0342	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202108Z_xdp_drop_1000000.json
1000000	4	2	native	read-data	1	True	1000002.6	0.0	1.0	496.33	0.7306	0.0774	0.5086	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202156Z_xdp_drop_1000000.json
1000000	4	3	native	no-touch	1	True	1000002.4	0.0	1.0	411.85	0.7515	0.0709	0.0188	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202243Z_xdp_drop_1000000.json
1000000	4	4	skb	read-data	1	True	999999.3	0.0	1.0	2772.47	7.5215	0.723	0.0347	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202331Z_xdp_drop_1000000.json
2500000	4	1	skb	read-data	1	True	1244848.6	0.502066	1.0	2565.51	5.7662	0.6579	0.0626	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202419Z_xdp_drop_2500000.json
2500000	4	2	native	no-touch	1	True	2500011.6	0.0	1.0	454.05	0.7581	0.0675	0.0233	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202506Z_xdp_drop_2500000.json
2500000	4	3	skb	no-touch	1	True	1247385.4	0.501049	1.0	2560.42	5.4815	0.9886	0.0633	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202554Z_xdp_drop_2500000.json
2500000	4	4	native	read-data	1	True	2500003.3	0.0	1.0	556.49	0.9693	0.073	0.7398	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202642Z_xdp_drop_2500000.json
9000000	4	1	native	no-touch	1	True	9000014.4	0.0	1.0	273.01	0.3885	0.0765	0.0062	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202730Z_xdp_drop_9000000.json
9000000	4	2	native	read-data	1	True	9000017.1	0.0	1.0	324.77	0.6823	0.0944	0.4625	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202817Z_xdp_drop_9000000.json
9000000	4	3	skb	no-touch	1	True	1244978.3	0.861671	1.0	2565.36	5.6159	0.4618	0.0638	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202905Z_xdp_drop_9000000.json
9000000	4	4	skb	read-data	1	True	1244488.2	0.861726	1.0	2566.35	5.7874	0.4485	0.0631	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T202953Z_xdp_drop_9000000.json
7500000	4	1	native	no-touch	1	True	7499994.3	0.0	1.0	310.83	0.887	0.0869	0.01	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203040Z_xdp_drop_7500000.json
7500000	4	2	skb	read-data	1	True	1242417.5	0.834348	1.0	2570.66	6.0121	0.7081	0.0638	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203128Z_xdp_drop_7500000.json
7500000	4	3	native	read-data	1	True	7500095.4	0.0	1.0	348.78	0.7418	0.1018	0.528	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203216Z_xdp_drop_7500000.json
7500000	4	4	skb	no-touch	1	True	1243136.7	0.834252	1.0	2569.08	6.5412	0.7746	0.0636	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203304Z_xdp_drop_7500000.json
11500000	4	1	native	read-data	1	True	8411247.6	0.268606	1.0	379.4	0.8735	0.0654	0.8748	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203352Z_xdp_drop_11500000.json
11500000	4	2	skb	no-touch	1	True	1248014.8	0.89148	1.0	2559.15	6.8022	0.2827	0.0643	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203439Z_xdp_drop_11500000.json
11500000	4	3	skb	read-data	1	True	1245257.5	0.891722	1.0	2564.82	6.0394	0.331	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203527Z_xdp_drop_11500000.json
11500000	4	4	native	no-touch	1	True	11500245.9	0.0	1.0	249.43	0.3662	0.0753	0.0032	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203615Z_xdp_drop_11500000.json
5000000	4	1	skb	read-data	1	True	1244808.2	0.751045	1.0	2565.76	6.0071	0.2904	0.0643	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203702Z_xdp_drop_5000000.json
5000000	4	2	skb	no-touch	1	True	1245847.7	0.750834	1.0	2563.53	5.5533	0.265	0.064	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203750Z_xdp_drop_5000000.json
5000000	4	3	native	no-touch	1	True	4999963.2	0.0	1.0	386.16	1.1427	0.0766	0.0161	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203838Z_xdp_drop_5000000.json
5000000	4	4	native	read-data	1	True	4999979.6	0.0	1.0	464.61	0.956	0.1018	0.7725	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T203925Z_xdp_drop_5000000.json
12500000	4	1	native	read-data	1	True	12111599.7	0.031085	1.0	263.7	0.2511	0.0645	0.1822	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204013Z_xdp_drop_12500000.json
12500000	4	2	skb	no-touch	1	True	1245834.1	0.900338	1.0	2563.59	5.7173	0.2722	0.0643	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204101Z_xdp_drop_12500000.json
12500000	4	3	skb	read-data	1	True	1242156.6	0.900631	1.0	2571.22	5.3852	0.2787	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204149Z_xdp_drop_12500000.json
12500000	4	4	native	no-touch	1	True	12500145.2	0.0	1.0	243.83	1.107	0.0779	0.0011	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204236Z_xdp_drop_12500000.json
5500000	4	1	skb	read-data	1	True	1245558.3	0.773536	1.0	2564.15	5.4606	0.3014	0.065	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204324Z_xdp_drop_5500000.json
5500000	4	2	native	no-touch	1	True	5500005.0	0.0	1.0	365.49	0.8017	0.069	0.0135	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204412Z_xdp_drop_5500000.json
5500000	4	3	native	read-data	1	True	5499999.6	0.0	1.0	456.25	1.1939	0.1186	1.0106	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204459Z_xdp_drop_5500000.json
5500000	4	4	skb	no-touch	1	True	1247124.6	0.773251	1.0	2560.97	5.0747	1.1396	0.063	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204547Z_xdp_drop_5500000.json
7000000	4	1	skb	no-touch	1	True	1246739.8	0.821899	1.0	2561.75	6.1942	1.0921	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204635Z_xdp_drop_7000000.json
7000000	4	2	native	no-touch	1	True	6999933.5	0.0	1.0	322.09	1.0746	0.0841	0.0114	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204722Z_xdp_drop_7000000.json
7000000	4	3	skb	read-data	1	True	1244109.3	0.822273	1.0	2567.14	6.1602	0.9274	0.0633	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204810Z_xdp_drop_7000000.json
7000000	4	4	native	read-data	1	True	7000047.0	0.0	1.0	409.12	0.9125	0.088	1.0042	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204858Z_xdp_drop_7000000.json
12000000	4	1	skb	no-touch	1	True	1245719.4	0.896196	1.0	2563.84	6.4582	0.9273	0.0633	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T204945Z_xdp_drop_12000000.json
12000000	4	2	skb	read-data	1	True	1242164.5	0.89649	1.0	2571.13	5.9863	0.8895	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205033Z_xdp_drop_12000000.json
12000000	4	3	native	read-data	1	True	8913128.4	0.257257	1.0	358.09	0.7689	0.0865	0.7686	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205121Z_xdp_drop_12000000.json
12000000	4	4	native	no-touch	1	True	12000126.6	0.0	1.0	247.55	0.8669	0.0717	0.0019	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205208Z_xdp_drop_12000000.json
3500000	4	1	skb	read-data	1	True	1243884.7	0.644607	1.0	2567.61	6.5375	0.7778	0.0636	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205256Z_xdp_drop_3500000.json
3500000	4	2	native	no-touch	1	True	3499987.8	0.0	1.0	420.36	0.6762	0.0675	0.0192	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205344Z_xdp_drop_3500000.json
3500000	4	3	skb	no-touch	1	True	1243577.8	0.644692	1.0	2568.27	6.3655	1.0859	0.0633	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205432Z_xdp_drop_3500000.json
3500000	4	4	native	read-data	1	True	3499986.2	0.0	1.0	536.47	0.992	0.1004	0.8115	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205520Z_xdp_drop_3500000.json
500000	4	1	skb	read-data	1	True	499999.3	0.0	1.0	2800.76	7.8011	0.3352	0.0272	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205607Z_xdp_drop_500000.json
500000	4	2	native	read-data	1	True	500000.7	0.0	1.0	451.28	0.4535	0.1006	0.2775	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205655Z_xdp_drop_500000.json
500000	4	3	skb	no-touch	1	True	500000.6	0.0	1.0	2803.17	8.0165	0.3389	0.0272	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205743Z_xdp_drop_500000.json
500000	4	4	native	no-touch	1	True	499999.3	0.0	1.0	388.9	0.4211	0.0819	0.0169	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205830Z_xdp_drop_500000.json
13000000	4	1	skb	read-data	1	True	1244958.9	0.904238	1.0	2565.39	6.3563	0.2988	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T205918Z_xdp_drop_13000000.json
13000000	4	2	native	read-data	1	True	12032464.1	0.074445	1.0	265.43	0.2548	0.0836	0.1879	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T210006Z_xdp_drop_13000000.json
