rate	block	order	mode	variant	instrumented	valid	accepted_pps	loss	conservation	cycles_per_pkt	l2_fills_per_pkt	ccx_fills_per_pkt	dram_fills_per_pkt	invalid_reasons	file
13000000	5	2	skb	read-data	1	True	1247826.3	0.904017	1.0	2559.49	5.3074	0.2838	0.065	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T232935Z_xdp_drop_13000000.json
13000000	5	3	skb	no-touch	1	True	1249486.7	0.90389	1.0	2556.09	5.3392	0.2871	0.0652	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233023Z_xdp_drop_13000000.json
13000000	5	4	native	read-data	1	True	8888842.0	0.316257	1.0	358.9	0.7955	0.0633	0.771	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233110Z_xdp_drop_13000000.json
3000000	6	1	skb	no-touch	1	True	1248462.0	0.58385	1.0	2558.19	5.7613	0.2886	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233158Z_xdp_drop_3000000.json
3000000	6	2	native	read-data	1	True	3000008.1	0.0	1.0	466.71	0.5018	0.0762	0.2355	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233246Z_xdp_drop_3000000.json
3000000	6	3	skb	read-data	1	True	1242648.7	0.585785	1.0	2570.19	6.2228	1.0225	0.0637	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233334Z_xdp_drop_3000000.json
3000000	6	4	native	no-touch	1	True	3000009.9	0.0	1.0	430.71	0.9191	0.0622	0.0206	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233421Z_xdp_drop_3000000.json
14000000	6	1	native	no-touch	1	True	14000071.5	0.0	1.0	227.54	0.3395	0.0545	0.0001	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233509Z_xdp_drop_14000000.json
14000000	6	2	skb	read-data	1	True	1242514.7	0.911253	1.0	2570.46	6.3338	1.0303	0.063	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233557Z_xdp_drop_14000000.json
14000000	6	3	skb	no-touch	1	True	1244735.4	0.911089	1.0	2565.86	5.9886	0.9816	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233644Z_xdp_drop_14000000.json
14000000	6	4	native	read-data	1	True	8607644.6	0.385176	1.0	370.64	0.8719	0.0461	0.8289	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233732Z_xdp_drop_14000000.json
14000000	6	1	native	no-touch	0	True	13999976.7	0.0	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233820Z_xdp_drop_14000000.json
14000000	6	2	native	read-data	0	True	12045325.0	0.139627	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233908Z_xdp_drop_14000000.json
14000000	6	3	skb	read-data	0	True	1250759.1	0.910662	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T233956Z_xdp_drop_14000000.json
14000000	6	4	skb	no-touch	0	True	1245455.1	0.911043	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234043Z_xdp_drop_14000000.json
4000000	6	1	skb	read-data	1	True	1244721.6	0.688821	1.0	2565.86	5.8527	0.3064	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234131Z_xdp_drop_4000000.json
4000000	6	2	skb	no-touch	1	True	1246616.8	0.688346	1.0	2561.97	5.9939	0.3055	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234219Z_xdp_drop_4000000.json
4000000	6	3	native	no-touch	1	True	3999991.8	0.0	1.0	402.79	0.6722	0.0872	0.0177	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234306Z_xdp_drop_4000000.json
4000000	6	4	native	read-data	1	True	3999980.1	0.0	1.0	451.48	0.5515	0.0791	0.3148	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234354Z_xdp_drop_4000000.json
8500000	6	1	native	no-touch	1	True	8500186.9	0.0	1.0	284.05	0.7238	0.0798	0.0076	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234442Z_xdp_drop_8500000.json
8500000	6	2	skb	no-touch	1	True	1246490.0	0.853361	1.0	2562.25	6.2222	0.4987	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234529Z_xdp_drop_8500000.json
8500000	6	3	skb	read-data	1	True	1243681.5	0.85367	1.0	2568.03	5.5829	0.4631	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234617Z_xdp_drop_8500000.json
8500000	6	4	native	read-data	1	True	8500153.1	0.0	1.0	361.61	0.9399	0.0783	0.712	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234705Z_xdp_drop_8500000.json
11500000	6	1	skb	no-touch	1	True	1245458.3	0.891698	1.0	2564.38	5.703	0.2902	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234753Z_xdp_drop_11500000.json
11500000	6	2	native	no-touch	1	True	11500192.4	0.0	1.0	248.84	0.3754	0.0784	0.003	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234840Z_xdp_drop_11500000.json
11500000	6	3	skb	read-data	1	True	1242939.1	0.891924	1.0	2569.54	5.5814	0.4939	0.0637	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T234928Z_xdp_drop_11500000.json
11500000	6	4	native	read-data	1	True	11500154.1	1.3e-05	1.0	277.58	0.4784	0.0644	0.254	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235016Z_xdp_drop_11500000.json
11000000	6	1	skb	no-touch	1	True	1250686.3	0.886306	1.0	2553.69	4.9484	0.2809	0.0649	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235103Z_xdp_drop_11000000.json
11000000	6	2	native	read-data	1	True	11000409.7	0.0	1.0	281.83	0.4031	0.0814	0.2023	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235151Z_xdp_drop_11000000.json
11000000	6	3	skb	read-data	1	True	1246513.7	0.886689	1.0	2562.19	5.3305	0.2954	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235239Z_xdp_drop_11000000.json
11000000	6	4	native	no-touch	1	True	11000438.3	0.0	1.0	251.77	0.3598	0.0739	0.0035	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235326Z_xdp_drop_11000000.json
6500000	6	1	native	read-data	1	True	6500161.1	0.0	1.0	403.41	1.0822	0.0833	0.8404	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235414Z_xdp_drop_6500000.json
6500000	6	2	native	no-touch	1	True	6500148.8	0.0	1.0	333.24	0.8761	0.07	0.0121	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235502Z_xdp_drop_6500000.json
6500000	6	3	skb	no-touch	1	True	1246689.0	0.808204	1.0	2561.83	5.4152	0.4463	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235550Z_xdp_drop_6500000.json
6500000	6	4	skb	read-data	1	True	1242513.3	0.808849	1.0	2570.45	5.8586	0.4477	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235638Z_xdp_drop_6500000.json
7000000	6	1	native	read-data	1	True	7000079.5	0.0	1.0	354.18	0.6262	0.0979	0.3722	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235725Z_xdp_drop_7000000.json
7000000	6	2	native	no-touch	1	True	7000056.4	0.0	1.0	321.62	0.7249	0.0816	0.0114	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235813Z_xdp_drop_7000000.json
7000000	6	3	skb	read-data	1	True	1245362.8	0.822092	1.0	2564.57	5.5367	0.3044	0.0656	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235901Z_xdp_drop_7000000.json
7000000	6	4	skb	no-touch	1	True	1248804.8	0.821603	1.0	2557.47	4.7563	0.2779	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260823T235948Z_xdp_drop_7000000.json
7500000	6	1	native	no-touch	1	True	7500101.2	0.0	1.0	309.7	0.4173	0.0897	0.01	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000036Z_xdp_drop_7500000.json
7500000	6	2	native	read-data	1	True	7500114.3	0.0	1.0	327.65	0.4862	0.0966	0.1989	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000124Z_xdp_drop_7500000.json
7500000	6	3	skb	no-touch	1	True	1252677.4	0.832981	1.0	2549.59	4.7675	0.2571	0.0635	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000212Z_xdp_drop_7500000.json
7500000	6	4	skb	read-data	1	True	1245572.3	0.833927	1.0	2564.14	5.1663	0.2565	0.0639	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000259Z_xdp_drop_7500000.json
10500000	6	1	native	read-data	1	True	10500378.5	0.0	1.0	285.41	0.4483	0.0953	0.1962	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000347Z_xdp_drop_10500000.json
10500000	6	2	native	no-touch	1	True	10500381.7	0.0	1.0	254.51	0.3666	0.0798	0.0039	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000435Z_xdp_drop_10500000.json
10500000	6	3	skb	no-touch	1	True	1242141.0	0.881705	1.0	2571.24	5.2133	1.1324	0.0628	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000522Z_xdp_drop_10500000.json
10500000	6	4	skb	read-data	1	True	1241290.5	0.881788	1.0	2572.95	5.3327	1.0958	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000610Z_xdp_drop_10500000.json
1000000	6	1	native	read-data	1	True	1000003.0	0.0	1.0	574.55	1.2568	0.0937	1.0162	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000658Z_xdp_drop_1000000.json
1000000	6	2	native	no-touch	1	True	1000002.2	0.0	1.0	411.5	0.4241	0.0935	0.0188	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000745Z_xdp_drop_1000000.json
1000000	6	3	skb	no-touch	1	True	1000005.4	0.0	1.0	2760.95	7.2923	0.327	0.0341	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000833Z_xdp_drop_1000000.json
1000000	6	4	skb	read-data	1	True	1000002.1	0.0	1.0	2764.08	7.4169	0.3299	0.0344	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T000921Z_xdp_drop_1000000.json
9000000	6	1	skb	no-touch	1	True	1246929.7	0.861453	1.0	2561.38	5.6661	0.2706	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001008Z_xdp_drop_9000000.json
9000000	6	2	skb	read-data	1	True	1247758.9	0.861366	1.0	2559.62	6.1625	0.2773	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001056Z_xdp_drop_9000000.json
9000000	6	3	native	no-touch	1	True	9000058.5	0.0	1.0	272.61	0.3952	0.0795	0.0061	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001144Z_xdp_drop_9000000.json
9000000	6	4	native	read-data	1	True	8411335.9	0.065412	1.0	379.51	0.8894	0.0645	0.8948	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001232Z_xdp_drop_9000000.json
250000	6	1	native	read-data	1	True	250001.4	0.0	1.0	622.28	0.8455	0.0694	0.5639	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001320Z_xdp_drop_250000.json
250000	6	2	native	no-touch	1	True	250000.7	0.0	1.0	524.37	1.1021	0.0742	0.0311	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001407Z_xdp_drop_250000.json
250000	6	3	skb	no-touch	1	True	250000.3	0.0	1.0	2857.33	8.1328	0.3549	0.0327	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001455Z_xdp_drop_250000.json
250000	6	4	skb	read-data	1	True	250000.8	0.0	1.0	2865.72	8.2583	0.3245	0.0327	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001543Z_xdp_drop_250000.json
6000000	6	1	native	read-data	1	True	6000135.5	0.0	1.0	376.95	0.5154	0.1031	0.2532	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001630Z_xdp_drop_6000000.json
6000000	6	2	skb	no-touch	1	True	1245910.7	0.792356	1.0	2563.45	6.2913	0.3054	0.0651	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001718Z_xdp_drop_6000000.json
6000000	6	3	skb	read-data	1	True	1246834.3	0.792199	1.0	2561.52	5.7161	0.2858	0.0639	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001806Z_xdp_drop_6000000.json
6000000	6	4	native	no-touch	1	True	6000156.5	0.0	1.0	347.39	1.0476	0.0679	0.0121	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001853Z_xdp_drop_6000000.json
12500000	6	1	skb	read-data	1	True	1243511.5	0.900523	1.0	2568.4	5.8214	0.2934	0.0645	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T001941Z_xdp_drop_12500000.json
12500000	6	2	skb	no-touch	1	True	1245497.4	0.900364	1.0	2564.31	5.4782	0.306	0.0652	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002029Z_xdp_drop_12500000.json
12500000	6	3	native	read-data	1	True	11942805.7	0.044588	1.0	267.42	0.229	0.0989	0.2075	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002116Z_xdp_drop_12500000.json
12500000	6	4	native	no-touch	1	True	12500141.2	0.0	1.0	244.16	1.1117	0.0692	0.001	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002204Z_xdp_drop_12500000.json
500000	6	1	skb	no-touch	1	True	499998.6	0.0	1.0	2796.89	7.5841	0.3386	0.0268	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002252Z_xdp_drop_500000.json
500000	6	2	native	no-touch	1	True	500001.0	0.0	1.0	386.45	0.3974	0.0888	0.0164	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002340Z_xdp_drop_500000.json
500000	6	3	skb	read-data	1	True	499999.2	0.0	1.0	2804.46	7.9401	0.3354	0.0267	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002427Z_xdp_drop_500000.json
500000	6	4	native	read-data	1	True	500001.3	0.0	1.0	435.34	0.4734	0.0959	0.2639	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002515Z_xdp_drop_500000.json
9500000	6	1	skb	read-data	1	True	1248762.6	0.86855	1.0	2557.59	6.5971	0.3029	0.0648	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002603Z_xdp_drop_9500000.json
9500000	6	2	skb	no-touch	1	True	1252556.1	0.868159	1.0	2549.81	6.0986	0.2806	0.0651	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002650Z_xdp_drop_9500000.json
9500000	6	3	native	read-data	1	True	9500175.8	0.0	1.0	291.33	0.4303	0.0872	0.2116	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002738Z_xdp_drop_9500000.json
9500000	6	4	native	no-touch	1	True	9500084.9	0.0	1.0	264.41	1.0984	0.0602	0.0051	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002826Z_xdp_drop_9500000.json
13000000	6	1	skb	read-data	1	True	1247310.0	0.904058	1.0	2560.58	6.6389	0.287	0.064	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T002914Z_xdp_drop_13000000.json
13000000	6	2	native	read-data	1	True	12039608.7	0.0739	1.0	265.27	0.2338	0.0758	0.2017	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003002Z_xdp_drop_13000000.json
13000000	6	3	skb	no-touch	1	True	1246752.5	0.9041	1.0	2561.76	6.4363	0.2945	0.064	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003049Z_xdp_drop_13000000.json
13000000	6	4	native	no-touch	1	True	13000308.3	0.0	1.0	237.95	0.6402	0.0814	0.0008	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003137Z_xdp_drop_13000000.json
13500000	6	1	native	no-touch	1	True	13499579.1	0.0	1.0	232.9	0.723	0.0592	0.0004	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003225Z_xdp_drop_13500000.json
13500000	6	2	skb	no-touch	1	True	1248909.2	0.907488	1.0	2557.28	5.836	0.2618	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003313Z_xdp_drop_13500000.json
13500000	6	3	skb	read-data	1	True	1245612.2	0.907731	1.0	2564.04	5.2861	0.2817	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003400Z_xdp_drop_13500000.json
13500000	6	4	native	read-data	1	True	12138540.9	0.100822	1.0	263.11	0.3227	0.0692	0.1779	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003448Z_xdp_drop_13500000.json
14880952	6	1	native	read-data	1	True	10350723.9	0.304403	1.0	308.47	0.5132	0.0771	0.4649	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003536Z_xdp_drop_14880952.json
14880952	6	2	skb	no-touch	1	True	1247958.6	0.916117	1.0	2559.23	5.7573	0.2906	0.0649	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003623Z_xdp_drop_14880952.json
14880952	6	3	native	no-touch	1	True	14278739.6	0.040438	1.0	223.68	0.4304	0.0551	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003711Z_xdp_drop_14880952.json
14880952	6	4	skb	read-data	1	True	1247417.3	0.916139	1.0	2560.31	5.3946	0.8171	0.0634	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003759Z_xdp_drop_14880952.json
14880952	6	1	native	no-touch	0	True	14413109.3	0.03141	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003846Z_xdp_drop_14880952.json
14880952	6	2	native	read-data	0	True	9884954.9	0.335713	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T003934Z_xdp_drop_14880952.json
14880952	6	3	skb	read-data	0	True	1244447.9	0.916357	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004022Z_xdp_drop_14880952.json
14880952	6	4	skb	no-touch	0	True	1246366.6	0.916227	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004110Z_xdp_drop_14880952.json
2000000	6	1	skb	read-data	1	True	1243743.4	0.378136	1.0	2567.93	5.7313	0.4439	0.0635	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004157Z_xdp_drop_2000000.json
2000000	6	2	native	no-touch	1	True	2000012.7	0.0	1.0	419.38	0.8933	0.0703	0.0196	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004245Z_xdp_drop_2000000.json
2000000	6	3	skb	no-touch	1	True	1244627.5	0.377692	1.0	2566.1	5.5763	0.2695	0.0647	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004333Z_xdp_drop_2000000.json
2000000	6	4	native	read-data	1	True	2000019.4	0.0	1.0	589.52	1.2415	0.066	1.0019	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004420Z_xdp_drop_2000000.json
750000	6	1	skb	no-touch	1	True	749995.6	0.0	1.0	2842.02	7.8593	0.3321	0.0289	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004508Z_xdp_drop_750000.json
750000	6	2	native	read-data	1	True	750002.7	0.0	1.0	456.3	0.4621	0.0874	0.2682	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004556Z_xdp_drop_750000.json
750000	6	3	skb	read-data	1	True	750000.9	0.0	1.0	2842.88	7.6987	0.3158	0.0292	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004644Z_xdp_drop_750000.json
750000	6	4	native	no-touch	1	True	750000.9	0.0	1.0	413.5	0.4459	0.0791	0.0189	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004731Z_xdp_drop_750000.json
5000000	6	1	skb	read-data	1	True	1242133.0	0.751581	1.0	2571.18	5.3513	1.1421	0.0631	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004819Z_xdp_drop_5000000.json
5000000	6	2	native	no-touch	1	True	4999967.3	0.0	1.0	386.36	1.0257	0.0739	0.0161	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004907Z_xdp_drop_5000000.json
5000000	6	3	skb	no-touch	1	True	1244143.8	0.751171	1.0	2567.08	5.5399	0.4282	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T004954Z_xdp_drop_5000000.json
5000000	6	4	native	read-data	1	True	4999968.0	0.0	1.0	462.14	0.9787	0.0785	0.7696	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005042Z_xdp_drop_5000000.json
8000000	6	1	skb	read-data	1	True	1241059.3	0.844869	1.0	2573.47	6.345	1.1448	0.0632	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005130Z_xdp_drop_8000000.json
8000000	6	2	native	read-data	1	True	7999931.5	0.0	1.0	386.91	1.0629	0.0979	0.861	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005217Z_xdp_drop_8000000.json
8000000	6	3	skb	no-touch	1	True	1246372.5	0.844206	1.0	2562.46	6.6805	0.3084	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005305Z_xdp_drop_8000000.json
8000000	6	4	native	no-touch	1	True	7999935.6	0.0	1.0	298.97	0.4017	0.0931	0.0091	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005353Z_xdp_drop_8000000.json
1500000	6	1	native	read-data	1	True	1500002.5	0.0	1.0	469.7	0.5379	0.0886	0.2746	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005441Z_xdp_drop_1500000.json
1500000	6	2	skb	no-touch	1	True	1249085.5	0.167276	1.0	2556.9	6.4492	0.2844	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005528Z_xdp_drop_1500000.json
1500000	6	3	skb	read-data	1	True	1242227.7	0.171852	1.0	2571.03	6.0909	0.3149	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005616Z_xdp_drop_1500000.json
1500000	6	4	native	no-touch	1	True	1500006.3	0.0	1.0	423.69	0.9316	0.0795	0.0198	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005704Z_xdp_drop_1500000.json
3500000	6	1	skb	read-data	1	True	1244171.3	0.644528	1.0	2566.99	6.1681	0.2952	0.065	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005751Z_xdp_drop_3500000.json
3500000	6	2	native	no-touch	1	True	3500019.1	0.0	1.0	419.72	0.593	0.0956	0.0192	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005839Z_xdp_drop_3500000.json
3500000	6	3	native	read-data	1	True	3500031.1	0.0	1.0	566.98	1.1955	0.113	0.9884	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T005927Z_xdp_drop_3500000.json
3500000	6	4	skb	no-touch	1	True	1247047.0	0.643708	1.0	2561.05	6.7279	0.287	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010014Z_xdp_drop_3500000.json
4500000	6	1	skb	no-touch	1	True	1247680.8	0.722741	1.0	2559.78	6.389	0.3111	0.0644	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010102Z_xdp_drop_4500000.json
4500000	6	2	native	read-data	1	True	4500007.8	0.0	1.0	432.29	0.4938	0.0944	0.2402	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010150Z_xdp_drop_4500000.json
4500000	6	3	skb	read-data	1	True	1246630.4	0.722973	1.0	2561.81	6.4849	0.2954	0.064	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010237Z_xdp_drop_4500000.json
4500000	6	4	native	no-touch	1	True	4500018.2	0.0	1.0	400.26	0.3673	0.089	0.0159	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010325Z_xdp_drop_4500000.json
2500000	6	1	native	no-touch	1	True	2499988.3	0.0	1.0	453.45	1.0097	0.0737	0.0232	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010413Z_xdp_drop_2500000.json
2500000	6	2	native	read-data	1	True	2499980.7	0.0	1.0	573.33	1.0926	0.086	0.8379	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010501Z_xdp_drop_2500000.json
2500000	6	3	skb	no-touch	1	True	1243428.1	0.502624	1.0	2568.49	6.7949	0.2914	0.0641	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010549Z_xdp_drop_2500000.json
2500000	6	4	skb	read-data	1	True	1242156.0	0.503136	1.0	2571.18	5.869	0.298	0.0654	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010636Z_xdp_drop_2500000.json
14500000	6	1	native	read-data	1	True	11133318.1	0.232152	1.0	286.82	0.39	0.0773	0.3218	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010724Z_xdp_drop_14500000.json
14500000	6	2	skb	no-touch	1	True	1246876.5	0.913994	1.0	2561.47	6.2199	0.2934	0.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010812Z_xdp_drop_14500000.json
14500000	6	3	skb	read-data	1	True	1247894.4	0.913936	1.0	2559.37	5.8134	0.2667	0.0642	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010859Z_xdp_drop_14500000.json
14500000	6	4	native	no-touch	1	True	14356761.8	0.009835	1.0	222.46	0.5158	0.0602	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring512_20260823/cells/20260824T010947Z_xdp_drop_14500000.json
